,Filename,text,language
0,kan_0073.wav,Agra Nagar Bharat Desh Ka Uttar Pradesh Rajya dalliruva prasidh Pravasi sthala,Kannad
0,kan_0074.wav,kylasam atyant unnatha mathar Shikshan Paddhati,Kannad
0,kan_0075.wav,sukra Idhu Surya Nagar Erandwane ATI Sami Padam,Kannad
0,kan_0076.wav,Tari yada badke Yevadu Yevadu Telugu Balli Sudhu Uttam,Kannad
0,kan_0077.wav,rajarathnam Avara Sahitya Seva ke Mukhya,Kannad
0,kan_0078.wav,hindu dharm Adaa chandramana Panchanga Masa,Kannad
0,kan_0079.wav,Ganesh Yaaron Morena vyaktiyon Aage karumari Avenue swalpa,Kannad
0,kan_0080.wav,Dakshin America Kannada Uttara Bhagyada Urdu Disha,Kannad
0,kan_0081.wav,Kannada Chitrangada Nirman Paka Madhu nirdeshak Maruti Shivaram,Kannad
0,kan_0082.wav,Bharat ke prasiddh Bengali cinema Nirman,Kannad
0,kan_0083.wav,IGNOU idhar Bhagya aralikatti early Church maaduvudu beta,Kannad
0,kan_0084.wav,Purva ashadha 1 2 rashtra,Kannad
0,kan_0085.wav,Idhu Shivamogga Jilla yawandu,Kannad
0,kan_0086.wav,idhar upyog ka Bhagya mahiti,Kannad
0,kan_0087.wav,HD Nava click Madi Joga,Kannad
0,kan_0088.wav,Bendre Avara krutigalu dalita maathu Bandya,Kannad
0,kan_0089.wav,Idhu Edhu Zarina Taluka na Kendra how do,Kannad
0,kan_0090.wav,Bengaluru Central college ine Ali BA Adavi Padega,Kannad
0,kan_0091.wav,Se Na Puraskar Golu badavanu barale kanaganahalli Hudugi,Kannad
0,kan_0092.wav,Elina mukhya Nadi hemawati Munde Kaveri Nadi today,Kannad
0,kan_0093.wav,madalu Srirangapatna Delhi Vakil avriti prarambh,Kannad
0,kan_0094.wav,Africa the sampurn Dakshina Bhagyada pradeshada Bhagya Mahiti Dakshin Africa Pradesh alekhan in ODI,Kannad
0,kan_0095.wav,Marathi Sahitya dalli ilivid movie sahitigalu gnanapeeta prashasti,Kannad
0,kan_0096.wav,dharmashree is l byrappa Navra Pratham Aakruti,Kannad
0,kan_0097.wav,Maane tum bhi Dahanu Chitra Ke Geet Agar Dhanu Rashi Subah Se to,Kannad
0,kan_0098.wav,Usha navarathnaram Zarina Kadambari aadharit Chitra,Kannad
0,kan_0099.wav,Eid Madhya Asia the Urdu Rashtra geet,Kannad
0,kan_0100.wav,Upendra Kannada chalanachitra Bhagya mahiti,Kannad
0,kan_0101.wav,hubballi Kannada athava Uttara Karnataka Kannada Kannada Vashishtha,Kannad
0,kan_0102.wav,I do Vashikaran mantra Mysore yuddh Aarambh,Kannad
0,kan_0103.wav,Kiri Mein Do Do Hai Serena lekhan navannu neevu prarambh,Kannad
0,kan_0104.wav,hesarina uru,Kannad
0,kan_0105.wav,Mughal Samrajya badavanu lekin Agar foodkey,Kannad
0,kan_0106.wav,idhar aa parinaam Awargi Telugu Soundarya Ali echina padaru,Kannad
0,kan_0107.wav,aayojan Hai yah prakara Punya kiriya Swatantra horatagararu,Kannad
0,kan_0108.wav,Amma embudu kannadadalli paryaya Pada,Kannad
0,kan_0109.wav,Nabu Aadha kal maaduvudu beda,Kannad
0,kan_0110.wav,Gokak alekhan ivanu Vinayaka Krishna Gokak lekhan ke Re direct Marudhara Uttam,Kannad
0,kan_0111.wav,Eid Jawaharlal Nehru Oru kutti dedena,Kannad
0,kan_0112.wav,Balasubramaniam Vani Jayaram Lata hamsalekha,Kannad
0,kan_0113.wav,patrike Galli chalanachitra Galu vimarsh Sabari Yuva havya Sa,Kannad
0,kan_0114.wav,avaru rachisida nataka Galli hello,Kannad
0,kan_0115.wav,Masti Venkatesha Iyengar Kannada obor apratim alekha karo,Kannad
0,kan_0116.wav,padhare Manav na Mele iruvaga Balu aparoopa,Kannad
0,kan_0117.wav,a Jile Rajdhani hesarina Patna,Kannad
0,kan_0118.wav,chalu kara shasanagalu bhashe Kannada Mathu Sanskrit,Kannad
0,kan_0119.wav,Bharat ka Pradhanmantri Kalu Congress Paksh ka Doctor Manmohan Singh,Kannad
0,kan_0120.wav,Dakshin America the wounded Disha,Kannad
0,kan_0121.wav,Pili varsh Delhi mein milva dinagalu adhika,Kannad
0,kan_0122.wav,Mumbai Uttar Pradesh Delhi General Post Office Bali Umar vastavya,Kannad
0,kan_0123.wav,Evaru aakashvani gayak ki awaaz mein,Kannad
0,kan_0124.wav,Kalyan Kumar Kannada chalanachitra NATA,Kannad
0,kan_0125.wav,Eva Thai Kamala Thande S Anand Rao,Kannad
0,kan_0126.wav,bharatada Vandu puratana nadi,Kannad
0,kan_0127.wav,ji wiggly vandhu pramuka win Garden,Kannad
0,kan_0128.wav,Mayura chalanachitra Mundada aitihasika chalanachitra Galu Evaru nirdeshak Siddhant,Kannad
0,kan_0129.wav,idhar a prakara Jyothi adhir ka anuvad you Sariya the prayog,Kannad
0,kan_0130.wav,Aadarsh to Inteha Chitrakala no upyog Sudhu world Yadav,Kannad
0,kan_0131.wav,Telugu vyakaranam Grand Avenue badauda mudali Guru,Kannad
0,kan_0132.wav,Chaturanga 8 other Bhagya Mahiti Kodi,Kannad
0,kan_0133.wav,Vani Aawara Zarina Kadambari aadharit Chitra,Kannad
0,kan_0134.wav,Makar Sankranti world Jatra nadi,Kannad
0,kan_0135.wav,badavanu lekhan Agali huduki,Kannad
0,kan_0136.wav,Bhanu 12 Vardha dinner Galli Bondhu,Kannad
0,kan_0137.wav,school of art Nalli saree daru,Kannad
0,kan_0138.wav,Marathi lekhak Karu hesarina lekhan ne prarambh,Kannad
0,kan_0139.wav,Mysore Vishwa Vidyalaya Bharat mein Pramukh Vishwavidyalaya,Kannad
0,kan_0140.wav,Gnaneshwar photo Delhi ka Chitra,Kannad
0,kan_0141.wav,krithigai Kendra Sahitya Academy prashasti dorothy day,Kannad
0,kan_0142.wav,Eid prapanchada sarvabhouma daisha Ganapati,Kannad
0,kan_0143.wav,Kendra Sangeetha nataka Academy prashasti,Kannad
0,kan_0144.wav,Antha kuthaganahalli Idhu chalanachitra 12 Vakya Khuda,Kannad
0,kan_0145.wav,Inteha Vishay Garden Aaya Charche Puttenahalli Charche maaduvudu Uttam,Kannad
0,kan_0146.wav,Jivan Shastra dalli pranigal Anu Adhyan maduva Vidhana,Kannad
0,kan_0147.wav,hi gagi inter Vidya Mana Athi aparoopa,Kannad
0,kan_0148.wav,Kannada Chitrangada open Ata,Kannad
0,kan_0149.wav,Hindu dharmada chandramana panchang Mura Masa,Kannad
0,kan_0150.wav,nange Kannada chennagi Varudu Varudu,Kannad
0,kan_0151.wav,Priti jeevanadalli Moru Pramukh sthan nirva,Kannad
0,kan_0152.wav,padavi Anu Mumbai Vishwavidyalay adhinta MBA padaru,Kannad
0,kan_0153.wav,belaku Bandhu Re vidayu the Kanti vikiran,Kannad
0,kan_0154.wav,Usha navarathnaram Avara Kadambari aadharit,Kannad
0,kan_0155.wav,Prahlada Varu baredu river Doctor Rajkumar Awara Jivan Charitra,Kannad
0,kan_0156.wav,khandadhar Uttar ke biruwa Urdu Prachin Odisha,Kannad
0,kan_0157.wav,bharatada Agra Nagar Delhi iruva smaraka,Kannad
0,kan_0158.wav,Jile Harihara Taluk in Urdu mukhya Urdu,Kannad
0,kan_0159.wav,Chaitrada Lena Telugu Sunny Veshya Galli Rajkumar medicine,Kannad
0,kan_0160.wav,lekhan Eagle in the aadhunik,Kannad
0,kan_0161.wav,Shivamogga jilla taluka Kendra,Kannad
0,kan_0162.wav,Kannada Sahitya ke dwara Kanha ke dwara,Kannad
0,kan_0163.wav,Sonia Gandhi of Vijayawada Bhartiya,Kannad
0,kan_0164.wav,hwy 80 khagol shikshakara Sanga Shivamogga,Kannad
0,kan_0165.wav,Italy deshada prashastha Pradhan Mantri,Kannad
0,kan_0166.wav,bgl Swamy byavara Kriti,Kannad
0,kan_0167.wav,kolaras ileyali Rewa Urdu aitihasik Urdu,Kannad
0,kan_0168.wav,Idhu prapancha da ekai ka yahoodi rashtra,Kannad
0,kan_0169.wav,e-patrika yali Kannada Bhagya Agla bashettyhalli lekhan sankalan,Kannad
0,kan_0170.wav,Saint Joseph High School in Ali Madhyamik Shikshan movie Seeta Geeta Karnataka Vishwavidyalay Din natak 18 English Sahitya Delhi,Kannad
0,kan_0171.wav,ivaru bharatada pramuka vigyani,Kannad
0,kan_0172.wav,Marathi lekhak Karu padovano lekhan Agali uduki,Kannad
0,kan_0173.wav,Uttara Karnataka dalli bahada general Manedevru,Kannad
0,kan_0174.wav,Evaru Bengaluru Central college ine Ali Bhavna Shastri Delhi snatakottar,Kannad
0,kan_0175.wav,Awara balayya the hesaru ashwathnarayana Shastri,Kannad
0,kan_0176.wav,Karnataka rajyada ekaika adhikrut Bhasha Kannada,Kannad
0,kan_0177.wav,Nirahua gi Re Vagad Kannada chalanachitra Garden 902 custom,Kannad
0,kan_0178.wav,Aage nikala Delhi masuru in Chika Patna,Kannad
0,kan_0179.wav,Hindu dharma Daata Chandramani Panchang na lagne Masa,Kannad
0,kan_0180.wav,ananthamurthy Awara Telugu Kathegalu vishwada thimma Kannada Kathegalu vimarshe Kara abhipraya,Kannad
0,kan_0181.wav,rashtrakavi Kuvempu gana Peeta prashasti vijetaru Kavi to lekhak,Kannad
0,kan_0182.wav,Nana Ge Wikipedia the Bhagya,Kannad
0,kan_0183.wav,Munde Karnataka Vishwa Vidyalaya Delhi itihasadali MLA padavi,Kannad
0,kan_0184.wav,Kanda Kolkata Paschim Bangal Bharat,Kannad
0,kan_0185.wav,Prahlada Rao Garu Rachit Sarovar Doctor Rajkumar atmacharitra gagi he put one ODI,Kannad
0,kan_0186.wav,Italy Dakshina Europe na 12 Disha,Kannad
0,kan_0187.wav,Bharat ka prasidh Sitar vadak Pandit Ravi Shankar,Kannad
0,kan_0188.wav,Evaru vyasanga Maari 2 Bengaluru Vishwa Vidyalaya Delhi,Kannad
0,kan_0189.wav,America Desh Sada prasiddh nirdeshakaru Nirman pakru lekhak karo,Kannad
0,kan_0190.wav,Swatantra horror history nale Kanavan manaivi prarambh,Kannad
0,kan_0191.wav,Brazil deshada ekaika adhikrut Bhasha Portuguese,Kannad
0,kan_0192.wav,Sagar Shivamogga Jile Urdu Patna mein to Zarina Taluka na Kendra,Kannad
0,kan_0193.wav,Karnataka Sanga Shivamogga dhandha Indirapuram Kara,Kannad
0,kan_0194.wav,gana Peeta prashasti padeda Kannada Sahitya Kala Patti,Kannad
0,kan_0195.wav,dayamadi our hesarugalu 958 Avara Bhagya,Kannad
0,kan_0196.wav,chaduranga Kannada chalanachitra Bhagya mahiti,Kannad
0,kan_0197.wav,Gini adhikrut aavegi Gaini ganarajya Paschim Africa Urdu rashtra,Kannad
0,kan_0198.wav,Mumbai nagaradalli Uchch Shiksha navannu Pratham prarambh,Kannad
0,kan_0199.wav,Karnataka Vishwavidyalaya to every gaurava doctorate needed,Kannad
0,kan_0200.wav,America deshada sanvidhan prapanchada atyanta Adhunika Likhit sanvidhan,Kannad
0,kan_0201.wav,Kannada Chitrangada Oba chalanachitra nirdeshaka Madhu natak,Kannad
0,kan_0202.wav,hi pradeshada Pradhan Awaaz Madhu adhikrut Bhasha Kannada,Kannad
0,kan_0203.wav,Kadur to Chikmagalur Jilla Pramukh Patna,Kannad
0,kan_0204.wav,Idhu prapanchadalli at Christ devalaya,Kannad
0,kan_0205.wav,hindu dharm Aadha Chandrama na Panchang eridani Masa,Kannad
0,kan_0206.wav,Sarkari kelasa Delhi Awara Manasu tumbaad in Kerala,Kannad
0,kan_0207.wav,moon Madhya America Dakshin America,Kannad
0,kan_0208.wav,cinema rangada Shrestha Sadhana gagi pratishthit are Dr Rajkumar prashasti,Kannad
0,kan_0209.wav,Dakshin Asia delena vanthu Disha,Kannad
0,kan_0210.wav,Huma to Kolkata Paschim Bangal Bharat,Kannad
0,kan_0211.wav,ye le Khanna Shivamogga Jilla Bhagya,Kannad
0,kan_0212.wav,Mahabharata dalli baruva Patra lekhan Warga,Kannad
0,kan_0213.wav,Swatantra Ho Raat per divano Bera lekhan Agali huduk,Kannad
0,kan_0214.wav,English mein to fridge bhashe is adhikta Bhasha galu,Kannad
0,kan_0215.wav,Mysore Vishwavidyalaya Delhi English Sahitya Delhi MBA,Kannad
0,kan_0216.wav,Vandu Bhari Ganapathi Devalayam,Kannad
0,kan_0217.wav,Brazil deshada attitude dhanagar,Kannad
0,kan_0218.wav,Prabhas udyama deshada pramukha Aartika Chaturthi ke,Kannad
0,kan_0219.wav,Vishwa Kannada chalanachitra Bhagya Mahiti ke ilake navannu,Kannad
0,kan_0220.wav,Marathi natak Gala Mulakat Tamma athijeevanam prarambh madivaru,Kannad
0,kan_0221.wav,idhar Bhagya yenadaru prashnegalu Nanna Church Delhi,Kannad
0,kan_0222.wav,mahithi tantragnana vishwakosha sampadak Mandal sadasya Ragi,Kannad
0,kan_0223.wav,Uttar Europe Urdu per rashtra,Kannad
0,kan_0224.wav,Karnataka Vishwa Vidyalaya every Gaurav doctor it need it,Kannad
0,kan_0225.wav,Idhu puttanna kanagal nirdeshana da college Ranga chalanachitra Mahiti Putta,Kannad
0,kan_0226.wav,kolara Jilla pramuka bhashe Kannada,Kannad
0,kan_0227.wav,Eid vishwada Aadi Putta dripper Rashtra athipotta Swatantra ganaraja,Kannad
0,kan_0228.wav,Karnataka Sahitya Academy pustak bahumana paaduthu,Kannad
0,kan_0229.wav,hindu dharm Pada souramana Panchangam,Kannad
0,kan_0230.wav,idhar Bhagya today Uttara barala,Kannad
0,kan_0231.wav,Kannada Chitrangada Abba prasiddh nirdeshak Mathur Nirma pakka,Kannad
0,kan_0232.wav,Nanu Putti belathur Bengaluru,Kannad
0,kan_0233.wav,Eid Bharat jalapatha,Kannad
0,kan_0234.wav,Germany Paschim Europe na Bondhu Disha,Kannad
0,kan_0235.wav,Gregorian Calendar prapanchadalli Aati Hai Changi prayogshala Padwa calender Panchang,Kannad
0,kan_0236.wav,idhar aa khate rachane nirdeshaka Madhu Nayaka Neta Ravichandran,Kannad
0,kan_0237.wav,hello Vishay golemale kelasa Nadi today,Kannad
0,kan_0238.wav,Wikipedia Samudayik pagalu lekhan agarapatti,Kannad
0,kan_0239.wav,dhumaketu Kannada chalanachitra Bhagya mahiti,Kannad
0,kan_0240.wav,who is Tarah ka lauda Shri Someshwar devalya ilina Pramukh Kundu,Kannad
0,kan_0241.wav,what to have Nandu Hindi mein to enter Marathi chitra,Kannad
0,kan_0242.wav,Badshah Bhasha Vigyan Ada beginner lekhana galu,Kannad
0,kan_0243.wav,e Sahitya dampati Gada ekaika Putri MK per dawai per de do,Kannad
0,kan_0244.wav,Chitra dalli pratighatana Prati Patra Urdu Sandesh,Kannad
0,kan_0245.wav,Kannada Wikipedia ke sambandh Chaturthi ke gana pettai,Kannad
0,kan_0246.wav,Tamasha se Nagar Adhyaksh shasan Agali Kandu baruva kavigalu,Kannad
0,kan_0247.wav,anuvad Sahitya mulaka DVG Uttam Hai Padha,Kannad
0,kan_0248.wav,Masti every Sunday gaurava prashasti galu apaara,Kannad
0,kan_0249.wav,krithigai Kendra Sahitya Academy prashasti,Kannad
0,kan_0250.wav,Dakshin Bharat Delhi vyapak avagi badauda,Kannad
0,kan_0251.wav,Bharat ka Karnataka rajya dalli prayogshala Padwa Kannada Bhasha Sahitya,Kannad
0,kan_0252.wav,Narayana Kasturi Ranganatha Sharma Kerala,Kannad
0,kan_0253.wav,Neptune Grah mandavada Grah vyavastha vivaragalu in Telugu,Kannad
0,kan_0254.wav,edenu Vardha Sahyog,Kannad
0,kan_0255.wav,Tai prasiddh Sahiti her go with answer,Kannad
0,kan_0256.wav,Kannada Mattu samskruthi Delhi MBA Pada Pada ru,Kannad
0,kan_0257.wav,Karnataka Shivamogga Jilla,Kannad
0,kan_0258.wav,Uttar America mein to Dakshin America,Kannad
0,kan_0259.wav,Madhya America da atyant Dakshin Disha,Kannad
0,kan_0260.wav,Bharat Delhi dharmika pramukyata hondiruva Pavitra Kshetra Ganu kurta lekhanagar Warga,Kannad
0,kan_0261.wav,padhare kalavaru h n 2 hel utaro,Kannad
0,kan_0262.wav,Kannada Sahitya ke Dhaar Jile ko Doge apara,Kannad
0,kan_0263.wav,Sahitya Serena lekhan navannu ne prarambh,Kannad
0,kan_0264.wav,kedage Sahitya Ke sambandh Patta Patta Patti model,Kannad
0,kan_0265.wav,Gokak Arun idharku madalu Bhartiya jnanapeeta prashasti ke Samiti Adhyaksh ragita,Kannad
0,kan_0266.wav,upagraha Sampurna Pati ke Guru Grah naisargika upagraha Le Kanavan Nodi,Kannad
0,kan_0267.wav,Kala Kesari Jhandu prasiddha Radha Evaru Anaika pouranika samajika Chitra Galli Nayak Patra Nirahua hi Siddharth,Kannad
0,kan_0268.wav,Akbar Anarkali Delhi Mughal Samrajya Delhi Hindu Kalu Madhu Muslim Aru Iddaru,Kannad
0,kan_0269.wav,Philippines Datia Ke Khuda Idhar Udhar,Kannad
0,kan_0270.wav,Adi Kailash Delhi abru,Kannad
0,kan_0271.wav,Rivera Antariksha tantragnana Kriti antrashtriy prashasti,Kannad
0,kan_0272.wav,Dakshina Bharat Delhi Samanya vagi Murti Nagar Charan nadi,Kannad
0,kan_0273.wav,Sahitya Rachne Agora modal olive,Kannad
0,kan_0274.wav,Pustak adakanahalli padagala Artha vannu Vivah avagi Kodala geet,Kannad
0,kan_0275.wav,Mumbai Galli Galli Galli Pathri ki galli Kailash,Kannad
0,kan_0276.wav,udr Delhi Paschim Bangal achina,Kannad
0,kan_0277.wav,Lake nighali bahut tantrika Sampark galu ilaveyile,Kannad
0,kan_0278.wav,Janaki Ramesh Latha hamsalekha Vani Jayaram,Kannad
0,kan_0279.wav,Greek rangabhoomi Madhu nataka,Kannad
0,kan_0280.wav,Bhakta Kanakadasa Chaitrada Moola ka Sangeet nirdeshak Karegi Chitra Rang Ke Pravesh,Kannad
0,kan_0281.wav,Viswa vikyatha Tajmahal iruva Jagat in adyanta Hisar Vasi,Kannad
0,kan_0282.wav,Chinna Pradesh other Bhagya Lekha Nagar dargah,Kannad
0,kan_0283.wav,Mumbai ATI Janapriya Aata cricket,Kannad
0,kan_0284.wav,Eid mukhya Bagi Bharata Ne Desh Galli ki gand mara,Kannad
0,kan_0285.wav,Sahiti padovano Bera le kanaganahalli huduki,Kannad
0,kan_0286.wav,HD Nava Agali Ke sambandh Patta Sahayak Nodi,Kannad
0,kan_0287.wav,andhere Malayalee Lakadi mein,Kannad
0,kan_0288.wav,purv Asia deshagalu history na Lekh navannu Nimbu prarambh,Kannad
0,kan_0289.wav,sambara padarthagalu hesarina lekhan navannu nimbu prarambh,Kannad
0,kan_0290.wav,Tulu Dakshina Kannada Pramukh bhasha,Kannad
0,kan_0291.wav,halmidi Karnataka Hassan Urdu Halli,Kannad
0,kan_0292.wav,ilake navannu have you Zarina lake and other on the gay series a bacon do prasthapit lagira,Kannad
0,kan_0293.wav,adirai Eid gah template Aage Kailash madodilla,Kannad
0,kan_0294.wav,Kannada Sahitya Parishat Mahila varshada prashasti Karnataka Vidya vardhaka Sangha prashasti,Kannad
0,kan_0295.wav,nadoja prashasti u Humpe Vishwavidyalay prativarsh pratishthit are prashasti,Kannad
0,kan_0296.wav,Shiva Kadali vaigyanik Bhagya lekhan Agali Ve,Kannad
0,kan_0297.wav,Philippines deshada Pramukh kabacha Galli vandhu,Kannad
0,kan_0298.wav,avartan day college in Ali Bhavna Shastra prady per Karegi daru,Kannad
0,kan_0299.wav,Gadag Uttar Karnataka da Urdu Jile,Kannad
0,kan_0300.wav,Anubhav Sutra Shiva Sutra Sanskrit granthagalu,Kannad
0,kan_0301.wav,eagle iruva yella nivaaran jagadalli nodabaradu,Kannad
0,kan_0302.wav,Ballari Jilla hosapet Badli,Kannad
0,kan_0303.wav,Yesudas Kannada dalli Hardik Prathama geet,Kannad
0,kan_0304.wav,Poshak kavaraganahalli Ashwath Shivaram Chandrashekhar Canada Chandru,Kannad
0,kan_0305.wav,Kannada Chitrangada pramuka Hasya natak Mathur Nirma pakka,Kannad
0,kan_0306.wav,Uttar Africa da12 Disha,Kannad
0,kan_0307.wav,average Ratan Naval Tata Muga Jamshed in obamacare,Kannad
0,kan_0308.wav,Kannada chalanachitra NATA Ravichandran,Kannad
0,kan_0309.wav,Mysore Vishwa Vidyalaya Delhi English BA Madhu padavi,Kannad
0,kan_0310.wav,Indira AVR Serena Kadambari adaritha Chitra,Kannad
0,kan_0311.wav,sambara padarthagalu badavanu kanaganahalli huduki,Kannad
0,kan_0312.wav,dharmika vyakti Galu Khesari Lal Ek nabhannu Nimbu prarambh Bahu 2,Kannad
0,kan_0313.wav,Vishva Parampara yatana hit,Kannad
0,kan_0314.wav,swaragalu Sandhya ki swaravagi Khuli Uttar,Kannad
0,kan_0315.wav,India Shikshan Asam tagada Madhyam Marathi Hindi English,Kannad
0,kan_0316.wav,Karnataka rajya Urdu karawali Jile,Kannad
0,kan_0317.wav,Vigyan other beginner Lekha Nagar Gonda Warga,Kannad
0,kan_0318.wav,Africa prapanchada Lokhand Galli,Kannad
0,kan_0319.wav,Balika Bengaluru Central college ine Ali Bhavna Shastri Adhyapak,Kannad
0,kan_0320.wav,Karnataka Sangeetha Nritya Academy prashasti,Kannad
0,kan_0321.wav,Eid Australia da aishanya ke,Kannad
0,kan_0322.wav,Kannada Vishwa Vidyalaya Na Doge prashasti Ne DJ,Kannad
0,kan_0323.wav,Kannale gayan rajakumar Udaya Shankar S Janaki,Kannad
0,kan_0324.wav,Satya ke Kannada Wikipedia Delhi idhar aa vanthu Karya Niti,Kannad
